MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SaleType,SalePrice
RL,70.0,9100,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1212,1212,GasA,AboveAvg,Y,SBrkr,1212,0,1212,0,2,0,3,AboveAvg,6,Typ,0,,Attchd,2001.0,RFn,2,573,Avg,Avg,Y,356,0,0,,,,2009,WD,178000
RL,70.0,8750,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,505,Unf,299,804,GasA,AboveAvg,Y,SBrkr,804,878,1682,0,2,1,3,AboveAvg,7,Typ,0,,Attchd,1998.0,RFn,2,523,Avg,Avg,Y,0,77,0,,,,2010,WD,200500
RL,70.0,8750,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,880,880,GasA,AboveAvg,Y,SBrkr,909,807,1716,0,2,1,2,AboveAvg,7,Typ,1,Avg,Attchd,1996.0,RFn,2,512,Avg,Avg,Y,0,120,0,,,,2009,WD,191000
RL,63.0,9084,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Hip,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,935,935,GasA,AboveAvg,Y,SBrkr,955,677,1632,0,2,1,3,Avg,8,Typ,1,Avg,Attchd,1998.0,Fin,2,462,Avg,Avg,Y,0,28,0,,,,2006,WD,176500
RL,62.0,8244,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,840,840,GasA,AboveAvg,Y,SBrkr,840,880,1720,0,2,1,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2004.0,Fin,2,440,Avg,Avg,Y,100,48,0,,,,2007,WD,183500
RL,65.0,9313,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,864,864,GasA,AboveAvg,Y,SBrkr,864,864,1728,0,2,1,3,AboveAvg,7,Typ,0,,Attchd,2004.0,RFn,2,572,Avg,Avg,Y,187,56,0,,,,2009,WD,190000
RL,100.0,9500,,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,BrkCmn,272.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,442,Unf,374,816,GasA,Avg,Y,SBrkr,1127,850,1977,0,1,1,4,Avg,9,Typ,1,Avg,Attchd,1964.0,RFn,2,540,Avg,Avg,Y,0,52,0,,GdPrv,,2007,WD,165000
RL,,7540,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Av,GLQ,773,Unf,115,888,GasA,AboveAvg,Y,SBrkr,912,0,912,1,1,0,2,Avg,5,Typ,1,Avg,Attchd,1978.0,RFn,2,470,Avg,Avg,Y,0,0,0,,MnPrv,,2007,WD,156000
RL,93.0,11160,,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,AboveAvg,Avg,CBlock,Avg,Avg,No,ALQ,1065,Unf,1045,2110,GasA,AboveAvg,Y,SBrkr,2110,0,2110,1,2,1,3,AboveAvg,8,Typ,2,Avg,Attchd,1968.0,Fin,2,522,Avg,Avg,Y,0,0,0,,,,2010,WD,244000
RL,,14762,,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,1Fam,2Story,5,6,1948,1950,Gable,Plywood,Plywood,None,0.0,Avg,Avg,other,,,,,0,,0,0,GasA,AboveAvg,Y,SBrkr,1547,720,2320,0,2,0,2,Avg,7,Typ,1,Avg,Attchd,1979.0,Unf,2,672,Avg,Avg,P,120,144,0,,,,2006,WD,169000
RL,,13031,,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,ALQ,592,Unf,99,691,GasA,AboveAvg,Y,SBrkr,691,807,1498,0,2,1,3,Avg,6,Typ,1,Avg,Attchd,1995.0,Fin,2,409,Avg,Avg,Y,315,44,0,,,,2006,WD,187500
FV,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360.0,Avg,Avg,PConc,AboveAvg,Avg,No,ALQ,549,Unf,195,744,GasA,AboveAvg,Y,SBrkr,757,744,1501,0,2,1,3,Avg,6,Typ,0,,Detchd,1999.0,Unf,2,440,Avg,Avg,Y,0,0,0,,,,2008,WD,179400
RL,120.0,13560,,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,3,1968,1968,Hip,Wd Sdng,Wd Sdng,BrkFace,216.0,Avg,Avg,CBlock,BelowAvg,BelowAvg,No,Unf,0,Unf,1392,1392,GasA,AboveAvg,Y,SBrkr,1392,0,1392,1,1,0,2,Avg,5,Maj2,2,Avg,Attchd,1968.0,RFn,2,576,Avg,Avg,Y,0,0,0,,,,2009,WD,110000
RL,36.0,2448,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,106.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,573,Unf,191,764,GasA,AboveAvg,Y,SBrkr,764,862,1626,1,2,1,2,AboveAvg,6,Typ,0,,BuiltIn,2003.0,RFn,2,474,Avg,Avg,Y,0,27,0,,,,2008,WD,154000
RL,75.0,9675,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,341,Unf,772,1113,GasA,AboveAvg,Y,SBrkr,1113,858,1971,0,2,1,3,AboveAvg,8,Typ,1,AboveAvg,Attchd,2005.0,RFn,2,689,Avg,Avg,Y,0,48,0,,,,2009,WD,253000
RL,65.0,8450,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,775,Unf,281,1056,GasA,AboveAvg,Y,SBrkr,1056,0,1056,1,1,0,3,Avg,6,Typ,1,BelowAvg,Attchd,1968.0,Unf,1,304,Avg,Avg,Y,0,85,0,,,,2010,WD,142000
RM,50.0,5000,,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1.5Fin,6,7,1947,1950,Gable,CemntBd,CmentBd,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,No,ALQ,399,Unf,605,1004,GasA,AboveAvg,Y,SBrkr,1004,660,1664,0,2,0,3,Avg,7,Typ,2,AboveAvg,Detchd,1950.0,Unf,2,420,Avg,Avg,Y,0,24,0,,,,2006,WD,159000
RM,50.0,6000,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1957,1957,Hip,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,308,Unf,620,928,GasA,AboveAvg,Y,FuseA,928,0,928,0,1,0,3,Avg,5,Typ,0,,Attchd,1957.0,Fin,1,288,Avg,Avg,Y,0,0,0,,,,2008,WD,112500
RM,60.0,9600,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,other,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,Avg,Avg,Mn,Unf,0,Unf,702,702,GasA,AboveAvg,Y,SBrkr,842,630,1472,0,1,0,3,AboveAvg,6,Typ,0,,Detchd,1925.0,Unf,1,250,Avg,BelowAvg,P,0,0,0,,GdWo,,2007,WD,125000
RL,,10603,,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,Avg,Avg,PConc,Avg,Avg,Mn,ALQ,1200,Unf,410,1610,GasA,AboveAvg,Y,SBrkr,1610,0,1610,1,2,0,3,AboveAvg,6,Typ,2,Avg,Attchd,1977.0,RFn,2,480,Avg,Avg,Y,168,68,0,,,,2010,WD,205000
RL,60.0,8544,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,other,other,None,0.0,Avg,Avg,CBlock,,,,,0,,0,0,GasA,AboveAvg,N,FuseF,1040,0,1040,0,2,0,2,Avg,6,Typ,0,,Detchd,1949.0,Unf,2,400,Avg,Avg,Y,0,0,0,,,,2006,WD,93500
RL,,12493,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1960,1960,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,PConc,Avg,Avg,No,ALQ,419,Rec,375,1100,GasA,Avg,Y,SBrkr,1100,0,1100,1,1,0,3,Avg,6,Typ,1,BelowAvg,Attchd,1960.0,RFn,1,312,Avg,Avg,Y,355,0,0,,GdWo,,2008,WD,141000
RL,96.0,11275,,Reg,Lvl,Corner,Gtl,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,other,Wd Sdng,Wd Sdng,BrkFace,300.0,AboveAvg,AboveAvg,CBlock,AboveAvg,Avg,No,Unf,0,Unf,710,710,GasA,AboveAvg,Y,SBrkr,1898,1080,2978,0,2,1,5,AboveAvg,11,Typ,1,AboveAvg,BuiltIn,1961.0,Fin,2,564,Avg,Avg,Y,240,0,0,,,,2010,WD,242000
RL,62.0,9858,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,510,Unf,354,864,GasA,Avg,Y,SBrkr,874,0,874,1,1,0,3,Avg,5,Typ,0,,Attchd,1968.0,RFn,1,288,Avg,Avg,Y,33,0,0,,GdWo,Shed,2009,WD,130000
RM,70.0,12702,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,PConc,,,,,0,,0,0,GasA,AboveAvg,Y,FuseA,882,0,882,0,1,0,2,Avg,4,Typ,0,,Detchd,1956.0,Unf,1,308,Avg,Avg,Y,0,45,0,,,,2008,WD,97000
RL,24.0,2280,,Reg,Lvl,other,Gtl,other,Norm,Twnhs,2Story,6,6,1976,1976,Gable,Plywood,other,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,ALQ,566,Unf,289,855,GasA,Avg,Y,SBrkr,855,601,1456,0,2,1,3,Avg,7,Typ,1,Avg,Attchd,1976.0,Unf,2,440,Avg,Avg,Y,87,0,0,,,,2009,WD,148500
RL,77.0,8593,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1957,1957,Hip,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,288,Unf,619,907,GasA,AboveAvg,Y,SBrkr,907,0,907,0,1,0,3,Avg,5,Typ,0,,Detchd,1964.0,Unf,1,352,Avg,Avg,Y,0,0,0,,,,2008,WD,109008
FV,85.0,11003,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,10,5,2008,2008,Gable,VinylSd,VinylSd,Stone,160.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,765,Unf,252,1017,GasA,AboveAvg,Y,SBrkr,1026,981,2007,1,2,1,3,AboveAvg,10,Typ,1,AboveAvg,Attchd,2008.0,Fin,3,812,Avg,Avg,Y,168,52,0,,,,2009,WD,310000
RL,,11333,,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,Av,ALQ,539,Unf,490,1029,GasA,Avg,Y,SBrkr,1062,0,1062,1,1,0,3,Avg,5,Typ,2,Avg,Attchd,1976.0,RFn,2,539,Avg,Avg,Y,120,0,0,,,,2007,WD,146800
RL,90.0,5400,,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1.5Fin,4,6,1920,1950,Gable,other,other,None,0.0,BelowAvg,Avg,PConc,Avg,Avg,No,ALQ,315,Rec,420,840,GasA,AboveAvg,Y,SBrkr,840,534,1374,0,1,0,2,Avg,6,Typ,0,,Detchd,1967.0,Fin,1,338,Avg,Avg,Y,0,0,0,,,,2009,WD,105000
RL,60.0,10800,,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,BelowAvg,CBlock,Avg,BelowAvg,No,BLQ,664,Unf,290,954,GasA,Avg,N,FuseA,1766,648,2414,0,2,0,3,Avg,10,Mod,1,AboveAvg,Attchd,1970.0,Unf,2,520,Avg,BelowAvg,N,142,0,0,,,,2006,other,160000
RL,59.0,9587,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,655,Unf,201,856,GasA,AboveAvg,Y,SBrkr,1166,0,1166,1,2,0,2,AboveAvg,5,Typ,0,,Attchd,2005.0,Fin,2,400,Avg,Avg,Y,212,0,0,,,,2008,WD,190000
RH,,7082,,Reg,Lvl,Inside,Gtl,other,Norm,2fmCon,2Story,5,8,1916,1995,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,Avg,Avg,Mn,Unf,0,Unf,686,686,GasA,AboveAvg,Y,SBrkr,948,980,1928,0,2,0,5,Avg,10,Typ,0,,,,,0,0,,,N,0,0,0,,,,2006,WD,160000
RL,104.0,21535,,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,10,6,1994,1995,Gable,HdBoard,HdBoard,BrkFace,1170.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,1455,Unf,989,2444,GasA,AboveAvg,Y,SBrkr,2444,1872,4316,0,3,1,4,AboveAvg,10,Typ,2,AboveAvg,Attchd,1994.0,Fin,3,832,Avg,Avg,Y,382,50,0,,,,2007,WD,755000
RM,36.0,2592,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CemntBd,CmentBd,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,Rec,129,BLQ,175,536,GasA,Avg,Y,SBrkr,536,576,1112,0,1,1,3,Avg,4,Typ,0,,Attchd,1976.0,Unf,1,336,Avg,Avg,Y,182,0,0,,,,2010,WD,85000
RL,66.0,13695,,Reg,Lvl,Inside,Gtl,SawyerW,RR,1Fam,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,814,Unf,300,1114,GasA,AboveAvg,Y,SBrkr,1114,0,1114,1,1,0,3,AboveAvg,6,Typ,0,,Detchd,2004.0,Unf,2,576,Avg,Avg,Y,0,78,0,,,,2008,WD,155000
RL,,16196,,IR3,Low,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,1443,Unf,39,1482,GasA,AboveAvg,Y,SBrkr,1494,0,1494,1,2,0,3,AboveAvg,5,Typ,1,BelowAvg,Attchd,1998.0,RFn,2,514,Avg,Avg,Y,402,25,0,,,,2007,WD,215000
RL,90.0,11700,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,other,HdBoard,other,BrkFace,365.0,AboveAvg,Avg,CBlock,Avg,Avg,No,ALQ,384,Rec,143,702,GasA,AboveAvg,Y,SBrkr,1041,702,1743,0,1,2,3,Avg,7,Typ,1,AboveAvg,Attchd,1968.0,Unf,2,539,Avg,Avg,Y,224,0,0,,,,2007,WD,175000
RL,99.0,11851,,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1424,1424,GasA,AboveAvg,Y,SBrkr,1442,0,1442,0,2,0,3,Avg,5,Typ,0,,Attchd,1990.0,RFn,2,500,Avg,Avg,Y,0,34,0,,,,2009,WD,180500
RL,,10355,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,196.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,695,Unf,519,1214,GasA,Avg,Y,SBrkr,1214,0,1214,0,2,0,3,Avg,5,Typ,1,BelowAvg,Attchd,1967.0,RFn,1,318,Avg,Avg,Y,0,111,0,,,,2007,WD,143000
RL,75.0,9750,,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,6,1998,1998,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,Av,GLQ,975,Unf,133,1108,GasA,AboveAvg,Y,SBrkr,1108,989,2097,1,2,1,3,AboveAvg,8,Typ,1,Avg,Detchd,1998.0,RFn,2,583,Avg,Avg,Y,253,170,0,,,,2006,WD,274300
RL,71.0,9204,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,25,Rec,247,1144,GasA,Avg,Y,SBrkr,1144,0,1144,1,1,1,3,Avg,6,Typ,0,,Detchd,1962.0,Unf,1,336,Avg,Avg,Y,0,88,0,,,,2008,other,124000
RL,82.0,11287,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,6,1989,1989,Gable,Plywood,Plywood,BrkFace,340.0,AboveAvg,Avg,CBlock,AboveAvg,Avg,Av,GLQ,421,Unf,386,807,GasA,AboveAvg,Y,SBrkr,1175,807,1982,0,2,1,3,AboveAvg,7,Typ,1,Avg,Attchd,1989.0,Fin,2,575,Avg,Avg,Y,0,84,0,,,,2007,WD,228500
RL,,26142,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,5,7,1962,1962,Gable,HdBoard,HdBoard,BrkFace,189.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,593,Unf,595,1188,GasA,Avg,Y,SBrkr,1188,0,1188,0,1,0,3,Avg,6,Typ,0,,Attchd,1962.0,Unf,1,312,Avg,Avg,P,261,39,0,,,,2010,WD,157900
RL,74.0,8556,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,Unf,0,Unf,1240,1240,GasA,AboveAvg,Y,SBrkr,1240,0,1240,0,2,0,2,AboveAvg,5,Typ,0,,Attchd,2006.0,RFn,3,826,Avg,Avg,Y,140,93,0,,,,2007,WD,194000
RL,73.0,9069,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,Av,GLQ,747,Unf,189,936,GasA,AboveAvg,Y,SBrkr,996,0,996,1,1,0,2,AboveAvg,5,Typ,0,,Attchd,1992.0,Unf,2,564,Avg,Avg,Y,120,0,0,,,,2010,WD,147000
RL,90.0,11988,,IR1,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,6,6,1957,1957,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,777,Unf,467,1244,GasA,AboveAvg,Y,FuseA,1244,0,1244,0,1,1,3,Avg,6,Typ,2,AboveAvg,Attchd,1957.0,Unf,1,336,Avg,Avg,Y,0,40,0,,,,2007,WD,150000
RL,,14803,,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,252.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,416,Unf,409,825,GasA,AboveAvg,Y,SBrkr,1097,896,1993,0,2,1,4,Avg,8,Typ,1,AboveAvg,Attchd,1971.0,RFn,2,495,Avg,Avg,Y,0,66,0,,GdWo,,2006,WD,190000
FV,24.0,2544,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,600,600,GasA,AboveAvg,Y,SBrkr,520,623,1223,0,2,1,2,AboveAvg,4,Typ,0,,Detchd,2005.0,RFn,2,480,Avg,Avg,Y,0,166,0,,,,2006,WD,147400
RL,68.0,10880,,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,1040,Unf,124,1164,other,Avg,N,SBrkr,1164,0,1164,1,1,0,3,Avg,5,Typ,0,,Detchd,1950.0,Unf,1,240,Avg,Avg,Y,0,48,0,,,,2008,other,125000
RL,60.0,10134,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,735,735,GasA,AboveAvg,Y,FuseA,735,299,1034,0,1,0,2,Avg,5,Typ,0,,Detchd,1940.0,Unf,1,240,Avg,Avg,Y,0,39,0,,,,2007,WD,109000
RL,80.0,11600,,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,443,Unf,662,1105,GasA,Avg,Y,FuseA,1105,1169,2274,0,2,0,5,Avg,12,Typ,0,,Detchd,1960.0,Unf,2,480,Avg,Avg,Y,0,0,0,,,,2010,WD,154300
RL,47.0,12416,,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,132.0,Avg,Avg,CBlock,AboveAvg,BelowAvg,No,ALQ,1398,LwQ,0,1606,GasA,Avg,Y,SBrkr,1651,0,1651,1,2,0,3,Avg,7,Min2,1,Avg,Attchd,1986.0,Fin,2,616,Avg,Avg,Y,192,0,0,,,,2008,WD,184000
RL,,7758,,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1962,2001,Gable,HdBoard,Plywood,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,No,ALQ,588,Unf,411,999,GasA,AboveAvg,Y,SBrkr,999,0,999,1,1,0,3,AboveAvg,6,Typ,0,,Detchd,1963.0,Unf,1,264,Avg,Avg,Y,0,132,0,,,,2007,WD,132500
RM,60.0,10800,,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,1915,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,PConc,BelowAvg,Avg,No,LwQ,686,Unf,0,686,GasA,Avg,Y,SBrkr,966,686,1652,1,2,0,4,Avg,7,Typ,0,,Detchd,1961.0,Unf,1,416,Avg,Avg,Y,0,0,0,,,Shed,2010,WD,139000
RL,63.0,15576,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,Gable,Wd Sdng,Plywood,None,0.0,Avg,Avg,BrkTil,AboveAvg,Avg,No,Unf,0,Unf,840,840,GasA,AboveAvg,Y,SBrkr,840,840,1680,0,2,0,4,Avg,8,Typ,0,,Attchd,1960.0,Unf,1,308,Avg,Avg,Y,0,0,0,,,,2008,WD,177000
RL,,9947,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,Av,GLQ,611,Unf,577,1188,GasA,AboveAvg,Y,SBrkr,1217,0,1217,1,2,0,3,AboveAvg,6,Typ,0,,Attchd,1990.0,Unf,2,497,Avg,Avg,Y,168,27,0,,GdPrv,,2009,WD,173000
RM,24.0,2522,,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,970,970,GasA,AboveAvg,Y,SBrkr,970,739,1709,0,2,0,3,AboveAvg,7,Maj1,0,,Detchd,2004.0,Unf,2,380,Avg,Avg,Y,0,40,0,,,,2006,WD,130000
RL,78.0,10140,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,663,LwQ,0,1040,GasA,BelowAvg,Y,SBrkr,1309,0,1309,1,1,1,3,AboveAvg,5,Typ,1,BelowAvg,Attchd,1974.0,RFn,2,484,Avg,Avg,Y,265,0,648,Fa,GdPrv,,2006,WD,181000
RL,64.0,6979,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,GLQ,1056,Unf,0,1056,GasA,AboveAvg,Y,SBrkr,1056,0,1056,2,0,0,0,Avg,4,Typ,0,,Detchd,1980.0,Unf,2,576,Avg,Avg,Y,264,56,0,,GdPrv,Shed,2010,WD,144000
FV,,2117,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,436,Unf,320,756,GasA,AboveAvg,Y,SBrkr,769,756,1525,0,2,1,3,AboveAvg,5,Typ,1,Avg,Detchd,2000.0,Unf,2,440,Avg,Avg,Y,0,0,0,,,,2007,WD,177000
